,text,label
359,AIP96 Funding for Public Goods ETHGlobal  Gitcoin  Ecosystem Fund Allocation,neutral
360,AIP88 Earn ApeCoin Revenue Through Our NoCode NFT Drop Platform  Launchpad  Ecosystem Fund Allocation,neutral
361,AIP106 POAP Voting Rewards  Process,neutral
362,AIP94 A pilot episode for Otherside animated anthology  Brand Decision,neutral
363,AIP112 Forever Apes free luxury physicals for all APE holders  Brand Decision,neutral
364,AIP137 The Special Council Nomination Process  Process,neutral
365,AIP138 The Special Council Election Process  Process,neutral
366,AIP134 Bug Bounty Program for AIP21  Process,neutral
367,AIP97 ApeCoin marketplace with 0 fees built by Rarible  Ecosystem Fund Allocation,neutral
368,AIP104 Bringing Web3 to Educators  Schools  Ecosystem Fund Allocation,neutral
369,AIP110 Meebits PropHouse sponsored by ApeCoin  Ecosystem Fund Allocation,neutral
370,AIP142 Establish Communication Team ApeComms  Ecosystem Fund Allocation,neutral
371,AIP121 Transparency Act for Ecosystem Fund Allocation  Process,neutral
372,AIP77 To set up an APE Coin discord channel  Brand Decision,neutral
373,AIP122 Feasibility study for Regional Conference  Festival in Phuket Thailand  Ecosystem Fund Allocation,neutral
374,AIP123 Apeverse  A Multilanguage Web Hub for Ape Ecosystem and APE Holders  Ecosystem Fund Allocation,neutral
375,AIP133 Boring Security  For The Long Haul  Ecosystem Fund Allocation,neutral
376,AIP119 Commercialize your NFTs on IRL Wine WINE3 X BAYC LimitedEdition Wine Drop  Ecosystem Fund Allocation,neutral
377,AIP120 ApeClub  Token Gated Social Network for the Yuga Community  Ecosystem Fund Allocation,neutral
378,AIP144 Establish Moderator Response Time Guideline  Process,neutral
379,TEST VOTE  APE staked Delegation  TEST VOTE,neutral
380,ApeCoin DAO  Special Council Nominees  Term Beginning January 2023,bearish
381,AIP183 Cartans Proven Track Record  Continued Commitment to Advancing the ApeCoin Ecosystem  Ecosystem Fund Allocation,bearish
382,ApeCoin DAO  Special Council Elections  Term Beginning January 2023,neutral
383,AIP196 BORED AIP Bringing Order and Reliability via Ecosystem Decentralization,neutral
384,AIP105 ApeCoin Drops in the Real World,neutral
385,AIP173 Add new Discourse Category for Administrative Review,neutral
386,AIP175 Establish ApeComms,neutral
387,AIP132 Karma  Reputation system for ApeCoin governance contributors,neutral
388,AIP136 ApeCoin Community goes racing at Daytona International Speedway,neutral
389,AIP155 Should we fund an ongoing bug bounty program for all AIPs that introduce security risk,neutral
390,AIP161 A Reward Proposal for Staking Contract Gas Optimization Contribution,neutral
391,AIP140 Integrate with Catapult to refine DAO Onboarding  Participation,neutral
392,AIP156 Forever Apes  Upgrade 5  Apes In the Wild Global Street Art Initiative,neutral
393,AIP124 Thank APE Decentralized Automated Rewards for Valuable ApeCoin Contributions,bullish
394,AIP151 ApeCoin DAO Animated TV Series,bullish
395,AIP168 The Legend of ApeCoin Atrium Casting Call,bullish
396,AIP102 Add Proposal Overview,neutral
397,AIP169 Beyond the SWAMP Bimonthly ApeCoin  Yuga Labs Focused Magazine  NFT,neutral
398,AIP187 Expanding web3 Access,neutral
399,AIP200 Add Abstain option to Snapshot,neutral
400,AIP182 The App to Create Visuals Banners Stickers Memes  GIFs with your NFTs,neutral
401,AIP145 Forever Apes  Upgrade 2  First Trip LEGO Edition,neutral
402,Selection of Cayman Islands Administrators for the APE Foundation,neutral
403,AIP150 Forever Apes  Upgrade 4  ApeCoin Capsules Vol1,neutral
404,AIP184 Ape Water powered by ApeCoin  Updated Proposal Formatting,neutral
405,AIP172 DAZE PropHouse powered by Apecoin,neutral
406,AIP206  Create and Gift MultiLink Ape Coin Armory Club and Ape Coin Pet Club NFTs,neutral
407,AIP118 ApeCoin DAO Marketplace via NFT Embed provided by Graviton and powered by Universe,neutral
408,AIP208 Reward Request for Staking Contract Gas Optimizations Contribution,neutral
409,AIP212 Forever Apes  Upgrade 7  Enable Shopify to display APE in eComm stores,neutral
410,AIP221 Resubmission Request to make Boredeth whole from Rari Hack and frozen collateral,neutral
411,AIP222 A Web3 Streaming Platform Powered By ApeCoin,neutral
412,AIP226 ApeCoinIRL  Decentralized Events Network,neutral
413,AIP230 I dont hate apes I just want them to fund public goods,neutral
414,AIP219 ApeDAO Partners with Kickback,neutral
415,AIP232 Resubmission of Building Apeverse A Multilanguage Information Hub for the Ape Ecosystem,neutral
416,AIP225 Ape Page  One place for everything about your Ape,neutral
417,AIP227 Nothersight  Public goods for building DAOs based on islands in the,neutral
418,AIP236 Fantasy Novel about NFTs,neutral
419,AIP214 Sponsoring The DAM Show  Live Game Shows,neutral
420,AIP239 Working Group Guidelines  The Governance Working Group Charter,neutral
421,AIP240 Community Discourse Facilitators,neutral
422,AIP215 Ecofriendly Apecoin Carpets,neutral
423,AIP233 ACT on Twitter Spaces  60 Day trial,neutral
424,AIP209 Ape Accelerator powered by ApeCoin,neutral
425,AIP223 A CommunityFirst ApeCoin DAO DEX  Ecosystem Fund Allocation,neutral
426,AIP179 NFTCG Generation 2  ApeCoin DAO Physical  Digital Trading Card Game,neutral
427,AIP241 Apebook  SelfCustody Seed Phrase Notebook,neutral
428,AIP224 Ape Protocol Extension ape domains,neutral
429,ApeCoin DAO  Discourse Facilitator Elections  Term Beginning July 2023,neutral
430,AIP195 Forever Apes  Upgrade 6  ApeCoin Media Collective  Connecting Communities And Creators,neutral
431,AIP244 DAZE Micro Grants,neutral
432,AIP235 ApeTalent  Beyond Talent Building the Future,neutral
433,AIP238 Mecha Chaotic Forge  Add chaos to your PFP,neutral
434,AIP245 Working Group Charter  Metaverse,neutral
435,AIP256 ApeCoin DAO Mission Statement,neutral
436,AIP251 ApeCoin DAO 101 The Ultimate Guide For ApeCoin DAO Newcomers,bearish
437,ApeCoin DAO  Special Council Nominees  Term Beginning July 2023,neutral
438,ApeCoin DAO  Governance Steward Nominees  Term Beginning July 2023,neutral
439,ApeCoin DAO  Governance Working Group Steward Elections  Term Beginning July 2023,neutral
440,ApeCoin DAO  Special Council Elections  Term Beginning July 2023,neutral
441,AIP259 Language and Market Focus for ApeCoin DAO in 20242025,neutral
442,AIP262 Add Benefit to ApeCoin Ecosystem to AIP Templates,neutral
443,AIP274 ApeCoin Powered  Powered by ApeCoin Logo implementation,neutral
