,text,percent_price
10,"The primary goal of this Snapshot Vote is to perform a temperature check for the proposal to engage the services of Steakhouse Financial to comprehensively support Venus in its RWA initiatives through the following strategic measures

 Establishing a tailored legal structure in alignment with Venuss objectives
 Providing expert advice on RWA selection and assessment for up to 4 RWA deals per year
 Facilitating community engagement and strategic discussions
 Delivering ongoing monitoring and supervision of RWA investments for Venus
 Offering comprehensive onchain and offchain reporting to Venus

For the full details of their proposal to Venus please visit the link below",102.11416490486258
11,"This Snapshot vote is a temperature check in reference to the proposal shared yesterday in the Community Forum

The proposal presents a plan to attain and maintain the peg of VAI to 1 The proposal involves a series of steps starting with providing liquidity to PancakeSwap V2 PCS for the VAIUSDT pair and followed by further developments and evaluations

For the complete details of the proposal please see the link below",25.438596491228072
12,"Summary

It has been approximately one year since the last revision to Venus Tokenomics and given the continuing evolution of the market its time to reevaluate an optimal distribution of income given the protocols current and future needs

This proposal seeks to address the unequal distribution of income between rewards and treasury reserves It lays out a comprehensive plan to optimize the income distribution in order to better cater to the protocols needs and safeguard its sustainability

The key highlights of the proposed changes are as follows

Redistribute protocol reserve revenue allocation to
40 Risk Fund
40 Treasury Reserve
10 XVS Vault Rewards Buyback
10 Venus Prime Token Program

Redistribute liquidation and other product development distribution to
50 Risk Fund
40 Treasury Reserves
10 XVS Vault Rewards Buyback

Make use of the savings from the two rounds of 50 XVS emissions reduction to double the XVS vault legacy rewards currently set at 525 XVSDay to 1050 XVSDay with the aim of maintaining or even enhancing the vault rewards

Adjust the Venus Prime program Soulbound Token rewards Initial rewards for this program have been 20 of accumulated product revenues since Q4 2022 These rewards currently exceed 750K which are expected to significantly increase the APYs for eligible participants 

We propose to reduce the programs revenue allocation to 10 to balance rewards while preserving attractive APYs and incentivizing user participation

The expected outcomes are an increase in treasury reserves sustainable reward emission rates sustainable Venus Prime SBT reward incentives and maintenance of an attractive APR to reward XVS Vault stakers

Methodology of Analysis

To bring forth these recommendations the proposal has assessed the existing tokenomics of the Venus Protocol considered the past changes and their impact on the ecosystem and analyzed the market dynamics and trends

This change is possible if we consider the savings from the protocols October and February 50 XVS emission reduction which accounted for an estimated amount of more than 27M With this we propose reallocating these savings towards XVS vault stakers enhancing rewards without compromising on the token emission rate

Results and Conclusions

The proposed revisions in Venus Protocol Tokenomics are expected to yield positive results for the Venus ecosystem ensuring a fairer distribution of income and enhancing the platforms sustainability

The detailed proposal and analysis can be found on the original forum post in the link below",19.476744186046524
13,"The Venus community delegators are submitting this proposal on behalf of OpenZeppelin 

Summary

OpenZeppelin has proposed a Security Partnership with Venus protocol for performing security audits on retainer 

OpenZeppeling currently planned list of audits for Venus new product releases are

New Liquidator contract
Diamond Comptroller
Automatic allocation of income and Prime contract
Collecting needed tokens and Shortfall handling Automated Treasury Management

As Venuss trusted security partner OpenZeppelin will perform continuous security audits of Venus codebases and provide actionable feedback to help the development team improve smart contract security They offer a total of 24 weeks of security research time to be used over the next 6 months for audits as directed by the Venus dev team which includes fix reviews and a highlevel analysis of current protocol security The total cost is 554400 to be paid in USDC on a quarterly schedule from the Venus treasury starting with 277200 at the start of Q3 2023 followed by the same amount at the start of Q4

About OpenZeppelin

OpenZeppelin is a leading blockchain infrastructure security firm that performs security audits and provides developer tools for decentralized systems that power multimilliondollar economies OpenZeppelin has set industry standards for building secure decentralized systems and has gained the trust of industry leaders including Coinbase the Ethereum Foundation Matter Labs and the original Compound protocol OpenZeppelin built and maintains the worlds leading Open Source library for smart contract development with more than twenty millions downloads and 200 contributors

OpenZeppelin has already seen success in security partnerships with DAOs including Compound which forms the backbone of the Venus Protocol codebase They have already leveraged their existing expertise in lending protocol security to audit the Venus SwapRouter and Oracles codebases for Venus in which they reported 25 total security issues 

Partnership Offerings

Continuous Security Audits on Retainer As Venuss trusted security partner OpenZeppelin will do a continuous security audit of our codebases Unlike individual audit engagements their security researchers will be assigned to work on Venus for the duration of this engagement This provides scheduling flexibility enhances auditor knowledge of Venus codebase and builds a more collaborative clientauditor relationship to produce better results In addition to formal auditing OpenZeppelin will offer Venus protocol security advisory on Web3 best practices to improve secure code development going forward

For the full details on OpenZeppelin proposal and offer please see their article on the Venus community forum using the link below",30.410958904109584
14," Rationale

This VIP proposes a new set of parameters for VAI based on this discussion 1

 Summary

Increase the steepness of the interest rate curve of VAI to incentivize VAI close to 1

 Motivation

 Harden the peg by making it expensive to borrow VAI when the VAI price is low
 Provide a better rate for borrowers when VAI is at 1

 Specification

Modification of this VIP
 baseRate 3 from 4
 floatRate 4000 from 225

We provide an exemple of the implication of the changes in the forum post

This VIP doesnt enable VAI borrowings this will be enabled in a following VIP contingent to having a significant healthy buffer in the VAI USDT PSM

 Risk Analysis

 Reduction of earnings if VAI stays at 1
 Increasing the VAI borrow rate might reduce VAI borrowings and TVL

Read the Steakhouse disclaimers httpswwwsteakhousefinancialdisclaimers",67.55319148936171
15,"Summary 

The proposal to list weETH assets on Venus Protocol offers significant benefits to the Venus community including the opportunity to add Liquid Restaking Tokens LRT from etherfi on ETH Mainnet 

Users can stake their ETH earn rewards and enjoy additional benefits through restaking on EigenLayer With approximately 27B in TVL already deposited into the etherfi protocol the addition of weETH to Venus can enhance asset diversity and liquidity on the platform

By integrating weETH Venus allows users to earn etherfi
and EigenLayer points for future incentives along with lending APY on their holdings 

The proposed liquidity mining incentive offered by Etherfi for weETH suppliers demonstrates a commitment to jumpstart the market on Venus and attract more users This move positions Venus as a pioneer in capturing the restaking market catering to the growing demand for LRTs and providing users with a wider range of opportunities 

Overall listing weETH on Venus Protocol aligns with the communitys focus on decentralization sustainability and doing what is right for the Ethereum ecosystem The proposal not only enhances asset diversity and liquidity but also strengthens the collaboration between Venus and etherfi to drive innovation and value creation for users",25.754231052244297
16,"After carefully evaluating Venus Primes performance following 5 months of deployment The community proposed adjustments to its distribution focusing on aligning more closely with each markets contribution to protocol reserves 

The changes are designed to more accurately reflect market dynamics and user participation

This change aims to adjust rewards for eligible users based on the current total budget for Prime estimated at 1619897 By taking into account the average Prime allocation over the last six months 234806 this budget is expected to be sustainable for over 12 months However future adjustments will be made to further refine and optimize Prime rewards for eligible users

The proposal is to implement this configuration for the next three months After this period a new performance evaluation will be conducted to continue improving the programs effectiveness

Complete proposal and details below",20.5183585313175
17," tldr
 Change the calculation for Badger Boost to being based on Stake Ratio Levels
 Establish 20 Levels that cover the range from 0 to 100 Stake Ratios with a maximum boost of 2000x at 100 stakeratio

BIP httpsforumbadgerfinancetbip63badgerboostpowerup4819
Discord Discussion httpsdiscordgg8sqq99JN",39.17408167921514
18," tldr
 Deploy BadgerDAO pool on httpsappraricapitalfuse
 Enable bBADGER BADGER bDIGG ibBTC for collateral only
 Enable WBTC ETH USDC DAI for collateral and borrow
 Deploy up to 2m in USDC and 30 BTC from the treasury to kick start the pool
 Include native asset deposits in governance and boost

BIP httpsforumbadgerfinancetbip62deployandseedrarifusepool481515
Discord Discussion httpsdiscordggZ57yUm7U",39.731989462833575
19,"TLDR
 Duration 13 weeks
 85  104 average yearly rate of Badger supply spending the current schedule is at 115
 The base rate of emissions reduction within the schedule is at 87 quarterly rate renBTC on Convex at 1x multiplier would go from 2300 to 2100 Badgerweek
 Nonnative Setts
    ibBTCsBTC on Convex the plan is to migrate 90 of Sushi ibBTCWBTC pool rewards and add the 25x2x15x Launch Boost structure on top of it
    renBTC and Tricrypto on Arbitrum 1x  05x multiplier reduction over 13 weeks
    Sushi WBTCETH on Ethereum 1x  05x multiplier change halving
    Sushi WBTCETH on Arbitrum added with 01x multiplier
 Helper Setts
    bcvxCRV 02x  05x multiplier change
    blCVX emissions approved by BIP 67 will be at 2542 Badger on the first week 2300 Badger on the second and 10 targeted APR after The suggestion is to double these to 5084 and 4600 for the first two weeks
    Another blCVX related suggestion is to boost the underlying yield on it with 10000 cvxCRVweek which would be distributed prorata to Sett depositors
    Stop the rewards on bCVX and stop counting it as a nonnative asset in the Boost calc
 Native Setts
   The plan is to transition from incentivized liquidity on Uniswap V2 to Treasury Controlled Liquidity on Uniswap V3 and stop the rewards on Uni V2 pool
   Another suggestion is to halt the rewards on bBadger as they became redundant with the Boost powerup implementation
 Up to 100000 Badger is reserved for adding new Setts to the schedule with the Badger Council approval

Link to the BIP httpsforumbadgerfinancetbip69emissionsq4schedule4993",33.88157894736843
20,"TLDR
 DIGG No change compared to the last week of the current schedule

Link to the BIP httpsforumbadgerfinancetbip69emissionsq4schedule4993",33.26784544859203
21,"TLDR
 mStable new BTC Sett add with 05x base multiplier 25x2x15x Launch Boost structure

Link to the BIP httpsforumbadgerfinancetbip69emissionsq4schedule4993",33.355176933158596
22,"The proposal is to switch Badger rewards from Boosted to Prorata on the Badger Locked CVX Sett with the open launch this week and stop counting the blCVX deposits as the nonnative balance in the Boost calculation

This would mean that all depositors would be receiving the same APR in both Badger and cvxCRV emissions that are allocated to the Sett

With blCVX not being counted as nonnative balance Sett depositors would still be able to utilize their Boost power on other nonnative Setts while getting the Badger  bcvxCRV bonus from being in blCVX 
And it would also make the Sett more attractive for users with smaller Stake Ratios and to new depositors all while ensuring that the DAO gets as much CVX voting power as possible to vote on Bitcoin pools rewards on CurveConvex

Link to Discussions httpsdiscordgg77X9bVnBeg",66.77316293929711
23," ABSTRACT

This proposal is for receiving financial support from the APECoin DAO for Ape Drops The projects goal is to become a curated NFT platform for the Ape community At full operational capacity Ape Drops will release multiple curated NFT drops a week from the best designers and musicians in the space Funds will go towards building a larger team and financing NFT drops and events with high profile artists We will only receive funds from the DAO when we reach key milestones

 PROPOSAL

Link to the full proposal httpsforumapecoincomtaip29apecoindaoproposalforapedropsmarketplacebranddecision6107

The AIP implementation is administered by the Ape Foundation Implementation may be immaterially or materially altered to optimise for security usability to protect APE holders and otherwise to effect the intent of the AIP Any material deviations from an AIP as initially approved will be disclosed to the APE holder community",44.878750148227205
24," ABSTRACT

This document proposes to make me Guy Oseary a representative of ApeCoin This role will make it my job to support ApeCoin through impactful partnerships and initiatives I will not receive any payment for my services

 PROPOSAL

Link to the full proposal httpsforumapecoincomtaip36guyosearyasapecoinrepresentativeecosystemfundallocation6109

The AIP implementation is administered by the Ape Foundation Implementation may be immaterially or materially altered to optimise for security usability to protect APE holders and otherwise to effect the intent of the AIP Any material deviations from an AIP as initially approved will be disclosed to the APE holder community",47.665090420147756
25," ABSTRACT

This AIP improves the delegation experience by adding an application process and allowing users to easily delegate and redelegate directly from the ApeCoin site

 PROPOSAL

Link to the full proposal httpsforumapecoincomtaip89improveddelegationexperience7827

The AIP implementation is administered by the Ape Foundation Implementation may be immaterially or materially altered to optimise for security usability to protect APE holders and otherwise to effect the intent of the AIP Any material deviations from an AIP as initially approved will be disclosed to the APE holder community",32.5507900677201
26," ABSTRACT

We propose to thank reward and recognize decentralized contributions to ApeCoin with APE charitable donations and an onchain thank you note We will do it in a way that is scalable automated botprotected and rewards truly valuable contributions

Thank APE is critical DAO infrastructure that can enormously increase opportunity utility and value for APE holders We can encourage and thank the following categories of utilitycreating contributions across platforms

 Governance participation
 Onboarding  education
 IntraDAO collaboration
 Defi  web3 partnerships
 Community building
 Completing Core Tasks
 Art and culture innovations
 Infrastructure innovations
 
imageipfsbafkreiab26bgkpfdfvgjzsombx4mxjfrl6djyoiyhrgbu7ehjiyrdnk3ze

How it works
1 ApeCoin members are autorewarded with APE  onchain thank you notes for valuable decentralized contributions to the DAO
2 Members can keep rewards or donate them to approved charities that accept APE
3 Sophisticated tech automates and scales thanking and filters out bots and bad actors to ensure real valuable contributions are rewarded

Team
 Our Thank APE advisory board are seven OG BAYC and ApeCoin members We are longtime community contributors with diverse backgrounds and skill sets We are committed to ensuring Thank APE creates extraordinary value for our DAO
 Our Thank APE tech is supported by ThriveCoin We are web3 natives and VC funded Our leadership team has scaled tech to support millions of users We are also longtime BAYC and ApeCoin community members

Funding one time
1 0 to start 100 performancebased Thank APE is rewarded only when we create value for ApeCoin
2 0 APE to 333k APE  month up to 200k total allocated ONLY to ApeCoin members who make contributions that create value for our ApeCoin community
3 0 APE to 7k APE  month up to 42k total for all tech dev setup servers maintenance whitelabeling integrations support and customization offsets some infrastructure costs
4 0 after six months Were building sustainable funding for Thank APE through exciting collaborations with core ApeCoin infrastructure youve voted for

Milestones
 January Community feedback and Snapshot vote
 February Launch within 1 month of positive vote
 March Reward 30 ways to contribute at launch
 July Reward 100 ways to contribute by month 6
 August Fully sustainable funding model after six months
 Monthly Improve core DAO engagement metrics by 10 each month

Why we made this proposal

We love this community Our expertise is in driving utility and value for communities by automating and scaling decentralized rewards We believe now is the time for ApeCoin to harness core infrastructure that can profoundly increase excitement demand and value in our DAO

 
imageipfsbafkreif2ey4e3bhv4e7hcmo372t2auuift67krcxuhmeg74t3apnst53km
    

 OVERALL COST

Thank APE is a onetime cost that is entirely performance based It uses at most less than 04 of the treasury In return it gives ApeCoin lasting critical infrastructure to help scale decentralization automation and utilitycreation long into the future

imageipfsbafkreiaedzsmj3wi3jdhnzj5ld7d2khzjdqv3ifzg6ijxgdnoqasrzibdy
    
 PROPOSAL

Link to the full proposal httpsforumapecoincomtaip124thankapedecentralizedautomatedrewardsforvaluableapecoincontributions8564

The AIP implementation is administered by the Ape Foundation Implementation may be immaterially or materially altered to optimise for security usability to protect APE holders and otherwise to effect the intent of the AIP Any material deviations from an AIP as initially approved will be disclosed to the APE holder community",27.263045793397218
