,text,category,label
34," The text discusses a proposal for continued multichain deployment of PancakeSwap on the Aptos network. It highlights that PancakeSwap is currently the premier DEX on Aptos, holding approximately 50% of the TVL (Total Value Locked). The proposal aims to further develop and expand PancakeSwap's presence on Aptos by increasing visibility, offering more products, and facilitating cross-chain collaboration. The current emissions for farms deployed on Aptos are considered suitable in the initial phase, with potential revisions as adoption grows.",,neutral
35," The text describes a proposal to fund a marketing initiative for Ape Coin, involving the NASCAR racing community. The plan includes designing a race car with a digital ApeCoin vinyl wrap, created by members of the ApeCoin community. The winner and companion will receive travel benefits, access to the race, and a chance to meet the team and the ApeCoin race car. All voters are eligible for a random drawing to join the event at Daytona International Speedway. The total cost is $165,000 USD, covering various expenses such as transportation, marketing, giveaways, and operational costs. The goal is to increase awareness and adoption of ApeCoin. The implementation is administered by the Ape Foundation, with potential alterations for security, usability, or other reasons that protect APE holders.",,bearish
36," This forum discussion proposes adjustments to nine risk parameters across seven Aave V2 assets, aiming to align with a moderate risk level chosen by the community. The proposed changes seek to maintain overall risk tolerance while making risk trade-offs between specific assets. The analysis suggests that it is safe to increase borrowing parameters and decrease liquidation bonus values for certain assets, despite their higher volatility. Additionally, the proposal suggests freezing KNCL reserve due to reduced liquidity and less support from exchanges.",,bullish
37," The text discusses a proposal to allocate Balancer's native token BAL and Polygon's MATIC for incentivizing liquidity on the Polygon network. The motivation behind this move is the strong user adoption and success of DeFi projects on Polygon, particularly Sushi, and the unique advantage that Balancer's flexible AMM offers on this platform. The Ballers plan to focus on multi-asset pools with higher fees and potential partnerships with native Polygon projects. If approved, the BAL + MATIC rewards would start immediately, lasting for 8 weeks, after which the allocation can be adjusted at the discretion of the Ballers. The proposal aims to generate more fees per BAL spent on Polygon than on Ethereum mainnet.",,bearish
38," The text proposes integrating Anchor Protocol's stablecoin (UST) into PancakeSwap for staking, citing high APY and total deposit on the Terra Luna blockchain. It suggests creating a UST pool on PancakeSwap to generate cake rewards.",,bullish
39," This proposal suggests removing the 'aura-balance-of-vlaura-vebal' strategy from Balancer Snapshot voting, extending vote duration by 24 hours, and aligning future votes to start on Thursdays and end on Mondays. The change is requested to be implemented in the upcoming voting round.",,bullish
40," This text discusses an improvement in the delegation experience within the ApeCoin site via a proposed Application Improvement Proposal (AIP). The AIP is managed by the Ape Foundation and may undergo changes for security, usability, and protection of APE holders. Any significant deviations from the original proposal will be disclosed to the community.",,bullish
41," The text discusses a proposal to create a digital papercraft model of the Apecoin logo, accompanied by educational materials and assembly instructions. This project aims to increase engagement and brand promotion for Apecoin, while also serving as an educational tool for understanding the Apecoin ecosystem. The total cost requested is $2950 in ApeCoin. The proposal is subject to changes for security, usability, and to protect APE holders. The full proposal can be found at a specified link.",,bearish
42," The text indicates a long-standing issue with the LEND migration, resulting in lost access to funds for some holders who did not migrate. A proposal is made to gauge community sentiment on setting an end date for migration to recover unmigrated LEND for use in the Aave reserve, promoting ecosystem growth.",,bullish
43," This text proposes an adjustment to farm rewards, aiming to redistribute CAKE rewards from underperforming farms to high performing ones. The adjustments are based on a performance index that considers factors like reward multiples, daily and 14-day volumes, and unique token holders on the BNB Chain. Farms such as DPT-BNB, SANTOS-BNB, PORTO-BNB, IDIA-BUSD, KART-BNB, DODO-BNB, ZOO-BNB, BUNNY-BNB, and QUIDD-BNB are highlighted for reduced rewards due to their low rankings on this index. The total change suggested is a reduction of 2.2. The sentiment of the text is informative and focused on reallocating resources for better performance.",,bullish
44," The text discusses a proposal to revert to the original VRT Swap & XVS Vesting design, following concerns about a potential workaround in an alternative design called ""fixed speed vesting."" The community raised technical and user experience issues with a proposed daily limit in this model. The author suggests that the daily limit issue cannot be resolved with the fixed speed model, leading to the proposal of the original design. The vote will consist of three options: FOR (supporting the original proposal), AGAINST (seeking other options), or ABSTAIN (neutral). This decision will not cause any on-chain action.",,bullish
45," Proposal for a new Syrup Pool featuring Trust Wallet ($TWT). Trust Wallet is a multi-functional crypto wallet enabling buying, storage, exchange, and earning of cryptocurrencies.",,bullish
46, Expresses a desire to collect and donate money for animal welfare organizations during Ramadan.,,neutral
47," The text presents a peace agreement between three parties (Humpy, Aura, and Balancer) in a decentralized organization, Balancer. They have agreed on various points regarding governance, vote allocation, and reducing sell pressure. Humpy will withdraw support for certain proposals, not increase his position, and unwind a significant amount of veBAL over time. In return, Aura will facilitate the creation of a script to help Humpy optimally allocate his votes. They also agreed to avoid interfering in each other's affairs and limit further discussions on certain issues. The agreement is formalized as a BIP (Balancer Improvement Proposal) and is requested to be moved to Snapshot for community vote at the earliest convenience. The tone of the text is collaborative, constructive, and respectful.",,neutral
48," The Snapshot vote assesses community opinion regarding a plan to stabilize VAI at $1. This involves providing liquidity to PancakeSwap V2 for the VAI/USDT pair, followed by further developments and evaluations. For more information, refer to the provided link.",,bullish
49, The text expresses a desire to win a cake as a prize or reward.,,neutral
50," This text discusses a proposal to harmonize the risk parameters of USDT across various Aave v3 markets, aiming for better alignment and reducing inefficiency. The proposal suggests setting a unified LTV, liquidation threshold, and liquidation bonus for USDT on all deployments, similar to DAI and USDC on v3 Ethereum. The next steps involve gathering community feedback, reaching consensus, and potentially escalating the proposal through various stages if approved. No compensation is received by the Aave Chan Initiative from Tether or affiliated entities in relation to this proposal.",,bullish
51," The text discusses a proposal by StaFi Contributors, with support from Aave Governance, to add a new gauge to the Aave protocol. The gauge will be used to track the performance of a specific pool in the Aave system. The proposal involves three steps:
1. Granting the DAO Multisig the necessary role to add gauges to the controller.
2. Adding the new gauge to the controller using the granted role.
3. Revoking the ability for the DAO Multisig to directly add gauges to the controller after the new gauge has been added. The proposal is being executed by the DAO Multisig 0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f.",,bullish
52," The text presents a proposal to establish a Marketing and Communications Working Group within the ApeCoin DAO. This group aims to develop a consistent brand strategy, implement marketing initiatives, and enhance global communication efforts to onboard more users into the DAO. The proposal is part of a larger community-led infrastructure for decentralization and operational efficiency. The cost for this initial framework is $0, with a budget to be proposed by the elected Stewards later.",,bullish
53," The text discusses an adjustment proposal for PancakeSwap, a decentralized exchange on the Binance Smart Chain. Thirty-six farms will be discontinued, and the weight of twenty farms will be lowered, while the weight of two farms will be increased. A total of 17.9 weight will be returned to existing farms. The changes aim to redirect liquidity from low liquidity/low volume farms to key/high value farms and provide space for adding more Syrup Pool/farm combinations. For more information, readers can refer to a previous proposal on the PancakeSwap website.",,neutral
54," The text describes the integration of Wise token with Binance Smart Chain (BSC), introducing a new BEP20 version called WISB. The WISB tokens offer reduced impermanent loss and weekly BNB airdrops for long-term stakers, as well as opportunities for lending and LP farming on Pancakeswap. The text emphasizes the token's fair launch, decentralization, audit, BNB backing, high liquidity, and profit sharing features, positioning it as a safe and profitable DeFi asset. The authors propose a WISB/BNB farm for CAKE rewards and invite readers to join their Telegram channel for more information. Overall, the sentiment is optimistic and informative about the benefits of investing in Wise token on BSC.",,neutral
55," The text conveys a sense of distress and financial struggle due to the high cost of cancer treatment in a third-world country. The writer is asking for help as their savings are not enough to cover the ongoing expenses, despite owning some cryptocurrency. They express concern about the unpredictable nature of cancer and its impact on their loved one's health, including the need for multiple operations and extended hospital stays. Despite these hardships, they remind readers to appreciate their loved ones daily.",,neutral
56," Text discusses various forms of gambling including blackjack, slot machines, poker, and lotteries with 3 or 4 numbers.",,bearish
57,"1. Social media channels security for Discord, Twitter, Slack, Telegram: Implement and follow best practices for security handling on these platforms. This includes monitoring for phishing/scamming campaigns targeted at Balancer and addressing community reports of such activities.

2. Phishing/Scamming and brand reputation: Detect and respond to phishing and scamming campaigns aimed at Balancer, both with and without external vendors. This also involves managing reporting to block explorers and phishing sites, creating warning channels for the community, engaging relevant vendors for the DAO, and helping protect private DAO/Governance members' personal wallets and computers from such campaigns.

3. Monitor protocol contracts, multi sigs, and detect chain-wide phishing and scamming campaigns: Suggest criteria and requirements for a real-time security monitoring and incident response packages from external vendors.

4. Publicize Balancer's commitment to security: Share information about the measures taken by Balancer for OpSec, InfoSec, and chain security with the community in a sensitive manner.

5. About Hypernative: A cybersecurity firm that actively detects and responds to zero-day attacks, financial risks, on-chain anomalies, and safeguards digital assets, protocols, and Web3 applications. They have experience from companies like Microsoft, IBM, Google, VMware, CyberArk, ChainReaction, Orbs, Intel, and others. Hypernative has assisted several leading crypto organizations such as Polygon, Starknet, Zetachain, Circle, Galaxy, OlympusDAO, Karpatkey DAO, Chainalysis, etc.

The engagement with Hypernative will last for an initial period of 3 months at a cost of $15,000 USDC. After the initial period, $30,000 USDC will be allocated for ongoing work on an hourly basis. Payments will be made to the address: 0x5CA24e2A586834A7B96216D68b26A82405e3DC15. The SLA (Service Level Agreement) will be provided upon acceptance of this proposal.",,neutral
58," The proposal suggests maintaining current emission rates for Badger and DIGG, with a weekly reduction of 0.75% in Badger emissions, keeping the targeted APR at 15% + 20k cvxCRV per week for bveCVX.",,bearish
59," The text presents a proposal to adjust parameters on Aave Polygon V3 market, aiming to reduce risks associated with increased stablecoin borrowing against LST collateral due to lower MATIC LST liquidity and potential future reduced WMATIC supply. The suggested changes include decreasing stMATIC LT from 60% to either 50% or 56%, and decreasing MaticX LT from 62% to either 50% or 58%. The proposal is subject to market conditions and agrees to Gauntlet's terms of service. Overall, the sentiment appears to be cautious and proactive in managing risks for the long-term growth of Polygon v3.",,bearish
60," The text describes a proposal to deploy and seed a BadgerDAO pool on Rari Capital, enabling certain assets for collateral and borrowing, with an initial investment of up to $2M USDC and 30 BTC from the treasury. This action is discussed in a BIP (Badger Improvement Proposal) and further on Discord. The sentiment suggests a proactive move to expand the pool's capabilities and potentially boost its performance.",,bullish
61," The text presents a grant proposal by Encode Club 3 for Apecoin to co-sponsor a four-week virtual hackathon aimed at introducing university students to blockchain protocols, specifically focusing on the Apecoin ecosystem. The event aims to increase engagement and adoption of Apecoin by offering interactive workshops, challenges, and prizes. The total cost requested is $25,000 for event organization, marketing, support, and prizes. The proposal is subject to changes for security, usability, and the protection of APE holders. Overall, the sentiment is enthusiastic and collaborative, with a focus on community building and education within the Apecoin ecosystem.",,bullish
62," The text proposes migrating assets from Aave v2 to v3 on Ethereum, with the intention of acquiring wstETH and rETH. This move is aimed at boosting the productivity of Aave's assets and providing potential flexibility for GHO liquidity positions. The author highlights the need to consider various factors such as aUSDT, aUSDC, wETH, BAL, CRV, and specific assets not listed on Aave v3. The migration will involve depositing approximately 140.23 wETH in Aave v3, retaining 326.3 wETH in Aave v2 for other purposes, and converting 800 wETH to wstETH and rETH. The text concludes with a plan to optimize the execution methodology before submitting an official proposal.",,neutral
63,"1. Overview: The proposal is to add jEUR (Jarvis Euro), a stablecoin pegged to the EUR, on Aave's V3 market on the Polygon network. jEUR uses the EURUSD price feed of Chainlink for settlement and has risk parameters proposed for different modes.

2. Risk Parameters:
   - V3 Efficiency mode EUR stablecoins (if it exists): 97% LTV, 98% liquidation threshold, 10% reserve factor
   - V3 Efficiency mode stablecoins: 90% LTV, 95% Liquidation threshold, 10% reserve factor
   - V3 Isolation mode: 50% LTV, 80% liquidation threshold, 20% reserve factor, 2M$ debt ceiling.

3. Security Specification and Risks:
   - jEUR inherits risks from USDC, UMA’s DVM oracle, and Chainlink.
   - jEUR can only be minted following the protocol rules on Polygon, with no DAO at present, but transitioning to a ve-model in Q2.
   - Audits have been conducted by Halborn and Ubik.

4. Data:
   - Market Cap: €3.5M circulating ($4M)
   - 24h Volume: $2M on primary market, $400k on secondary markets
   - Volatility: Low
   - Maturity: Early
   - Social channels data: Discord: 3k members, Twitter: 16.1k followers
   - Contracts date of deployments, number of transactions, number of holders for tokens: Sep 2021 (Polygon), 116k transactions, 3,242 holders (more possible due to farming programs)

5. Links:
   - Website: [https://jarvis.network](https://jarvis.network)
   - Dune: [Jarvis Dashboard](https://dune.xyz/0xroll/JarvisNetwork)
   - Docs: [https://learn.jarvis.network](https://learn.jarvis.network)
   - Code: [https://gitlab.com/jarvis-network](https://gitlab.com/jarvis-network)

6. Voting options:
   - YES, add jEUR on Aave v3 on Polygon
   - NO, do not add jEUR on Aave v3 on Polygon",,bullish
64,"Appeal for humanitarian aid in Ukraine. Every donation helps survivors. Funds will be used for food, generators, and hygiene products. Accepted cryptocurrencies: ETH, BNB, CAKE, TWT, BUSD, USDT, USDC, MATIC, FTM. Wallet address: 0x6bD2236008Db8cBEab6Fc4eb38E9B2C8B2Fb5858.",,neutral
65," This text discusses proposed changes in the compensation structure for contributors within the Balancer Protocol Decentralized Autonomous Organization (DAO). The changes include:

1. Recognizing and rewarding leaders within subDAOs/working groups through a platform called Coordinape, where fellow contributors can recognize good leadership and reward it. This initiative is planned to receive increased budget going forward.

2. Transitioning compensation to stablecoins to protect against Balancer (BAL) volatility and offer more security for core contributors. Each subDAO/working group will be asked to provide 1-3 Key Performance Indicators (KPIs) that can be used to measure their performance over each quarter.

The proposal suggests that these changes would make the DAO more sustainable, add structure, and increase accountability. The decision is left to a vote, with a yes vote implementing the new system in Q2 and a no vote keeping the existing system for another quarter.

The text also includes projections of how much compensation might change under the new system compared to the current one. If all contributors engage at 75% and do not participate in veBAL discount, the monthly compensation would decrease from $74,800 to $63,750. However, if half of total contributors choose to max lock discounted veBAL, the monthly compensation could increase to $95,625, with a yearly expense of $1,147,500, reducing the DAO’s expected yearly profit from ~$1.3M to ~$1.1M.",,neutral
66," The text describes an application submitted by a team to develop a mobile app interface for the Aave Protocol using React Native, seeking a $98k grant from the Aave DAO. The app aims to onboard new users, provide easier access to Aave protocol features, increase user growth, and potentially boost Total Value Locked (TVL). The team has experience in DeFi UX design, video game design, and mobile engineering, and has contributed to projects like Graph Protocol, IPFS, and Aave and Yearn protocols. They are seeking community feedback on the proposal before it is considered by the Aave DAO committee.",,bullish
67," 1. The text suggests a belief that PancakeSwap's landing page should adopt an exchange-like structure to showcase new coins, increase transactions, and create a Binance-similar environment.
2. It proposes a promoted section for companies who burn CAKE to have their coins listed, with a clear disclaimer.
3. The text also suggests tiered information availability based on the amount of CAKE held by users.
4. However, it is noted that not all ideas may be implemented.",,bearish
68,"1. The agEUR token contract on mainnet and Polygon is upgradeable, managed by multisigs: one on Ethereum (gnosis-safe.io/app/eth:0xdC4e6DFe07EFCa50a197DF15D9200883eF4Eb1c8/balances) and another on Polygon (polygonscan.com/address/0xdA2D2f638D6fcbE306236583845e5822554c02EA).
  2. Market Cap: €48.7m circulating, €3.7m on Polygon; 24h Volume: $4m (not including Curve liquidity); Volatility: Low; Maturity: Early.
  3. Social channels data: Discord: 27.7k members (discord.gg/bsfZjvgx2s); Twitter: 26.6k followers (twitter.com/AngleProtocol).
  4. Contract deployment, transactions, and holders for tokens: On mainnet: Date of Deployment: Oct 23rd 2021; Number of Transactions: 3215 and 39548 transfers; Number of holders for token: 487. On Polygon: Date of Deployment: Nov 23rd 2021; Number of Transactions: 2170 and 48569 transfers; Number of holders for token: 376.",,bearish
69," The text discusses a proposal to increase funding for ""Ballers,"" a group of Balancer protocol advocates, from 100 BAL/month to 500 BAL/month, with 60% long-term vested and 40% liquid. The proposal aims to grow the community effectively and requires 5,400 BAL for vested payments for the next three months, with an additional 600 BAL for a spending fund to reward community members and run events.",,bullish
70," The text introduces a proposal to whitelist the DAOhaus LPDAO Gnosis Safe multisig for vote-locking B-80BAL-20WETH into veBAL, allowing the LPDAO community to participate in Balancer governance. The motivation behind this is that LPDAO coordinates HAUS liquidity provision and aligns with the Balancer ecosystem. The risks involve potential issues with tokenizing veBAL using the safe, but the signers acknowledge these risks and commit not to use the safe for this purpose.",,bullish
71," The text expresses a desire for periodic Trust Wallet Token (TWT) Syrup Pool events, suggesting it could encourage trading activity.",,bullish
72," This text provides an overview of the security considerations, risks, and proposed risk parameters for a decentralized finance (DeFi) platform called StakeWise. The platform is designed to allow users to stake their ETH and earn rETH2 in return.

   *Counterparty risks* are mitigated by using an Oracle network to accurately report daily staking rewards. Currently, there are 5 oracles live on the network, with plans to increase this number to 10 over the coming months. The protocol is ultimately governed by the StakeWise DAO, which has additional security features in place to prevent malicious transactions.

   *Staking risks* such as slashing events and downtime penalties are mitigated through vetting of prospective node operators, providing them with an institutional-grade deployment package with embedded security features, and working with a third-party to provide protocol-level insurance (expected by early May). The StakeWise DAO also controls the exit signatures for its operators, making it impossible for operators to hold pool funds hostage.

   *Smart contract risks* are mitigated through audits by 3 separate auditors and a $200,000 bug bounty program with ImmuneFI. The protocol's code is open-source and available on GitHub.

   The proposed risk parameters for sETH2 include an LTV of 70%, a liquidation threshold of 75%, a liquidation bonus of 7.5%, and a reserve factor of 10%. These parameters are presented in comparison to those of ETH and are similar to the current risk parameters of stETH. The interest rate model for sETH2 includes a UOptimal of 50%, a base of 0%, slope 1 of 8%, and slope 2 of 200%.

   In summary, StakeWise is a DeFi platform that allows users to stake their ETH and earn rETH2. The platform uses an Oracle network for counterparty risk mitigation, has additional security features in place to prevent malicious transactions, and has proposed risk parameters that are similar to those of ETH and stETH. The interest rate model for sETH2 includes a UOptimal of 50%, a base of 0%, slope 1 of 8%, and slope 2 of 200%.",,bearish
73," A proposal was made in the Aave community to distribute a $100k bounty between two researchers, flashfish0x and nipun_pit, for their work on xSUSHI's incident. The payment will be coordinated by @eboado and the Aave Grants DAO.",,bearish
74," The text suggests that a Dice game is being introduced, with a portion of its profits used for buying back and burning Cake tokens. This action may encourage users to spend more time on the platform and utilize more of its products.",,bullish
